ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Year,Month
Big Street ATM,2011-02-23,31.0,19.0,91900.0,57100.0,Wednesday,NH,W,WWW,2011,February
Christ College ATM,2011-02-23,63.0,31.0,265700.0,165300.0,Wednesday,NH,W,WWW,2011,February
KK Nagar ATM,2011-02-23,179.0,151.0,704500.0,653000.0,Wednesday,NH,W,WWW,2011,February
Mount Road ATM,2011-02-23,142.0,72.0,379700.0,237500.0,Wednesday,NH,W,WWW,2011,February
Airport ATM,2011-02-24,67.0,47.0,205700.0,162200.0,Thursday,NH,W,WWW,2011,February
Big Street ATM,2011-02-24,30.0,12.0,74700.0,33600.0,Thursday,NH,W,WWW,2011,February
Christ College ATM,2011-02-24,76.0,33.0,255600.0,113400.0,Thursday,NH,W,WWW,2011,February
KK Nagar ATM,2011-02-24,173.0,156.0,647400.0,602600.0,Thursday,NH,W,WWW,2011,February
Mount Road ATM,2011-02-24,127.0,65.0,391600.0,243200.0,Thursday,NH,W,WWW,2011,February
Airport ATM,2011-02-25,85.0,65.0,291300.0,228700.0,Friday,NH,W,WWH,2011,February
Big Street ATM,2011-02-25,22.0,15.0,33700.0,25900.0,Friday,NH,W,WWH,2011,February
Christ College ATM,2011-02-25,70.0,31.0,200500.0,100400.0,Friday,NH,W,WWH,2011,February
KK Nagar ATM,2011-02-25,178.0,149.0,552700.0,462900.0,Friday,NH,W,WWH,2011,February
Mount Road ATM,2011-02-25,132.0,63.0,339300.0,192500.0,Friday,NH,W,WWH,2011,February
Airport ATM,2011-02-26,132.0,90.0,608300.0,454600.0,Saturday,NH,H,WHH,2011,February
Big Street ATM,2011-02-26,23.0,7.0,119600.0,52100.0,Saturday,NH,H,WHH,2011,February
Christ College ATM,2011-02-26,91.0,37.0,375800.0,197300.0,Saturday,NH,H,WHH,2011,February
KK Nagar ATM,2011-02-26,206.0,174.0,780100.0,688500.0,Saturday,NH,H,WHH,2011,February
Mount Road ATM,2011-02-26,169.0,102.0,470600.0,341500.0,Saturday,NH,H,WHH,2011,February
Airport ATM,2011-02-27,91.0,55.0,300000.0,172200.0,Sunday,NH,H,HHW,2011,February
Big Street ATM,2011-02-27,15.0,9.0,18000.0,11300.0,Sunday,NH,H,HHW,2011,February
Christ College ATM,2011-02-27,67.0,26.0,283700.0,130200.0,Sunday,NH,H,HHW,2011,February
KK Nagar ATM,2011-02-27,76.0,66.0,191700.0,167700.0,Sunday,NH,H,HHW,2011,February
Mount Road ATM,2011-02-27,7.0,2.0,8100.0,1500.0,Sunday,NH,H,HHW,2011,February
Airport ATM,2011-02-28,105.0,92.0,354200.0,326800.0,Monday,NH,W,HWW,2011,February
Big Street ATM,2011-02-28,39.0,22.0,149000.0,69800.0,Monday,NH,W,HWW,2011,February
Christ College ATM,2011-02-28,112.0,54.0,398900.0,185100.0,Monday,NH,W,HWW,2011,February
KK Nagar ATM,2011-02-28,229.0,197.0,960900.0,813000.0,Monday,NH,W,HWW,2011,February
Mount Road ATM,2011-02-28,157.0,96.0,572800.0,385100.0,Monday,NH,W,HWW,2011,February
Airport ATM,2011-03-01,109.0,90.0,603900.0,501800.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-01,24.0,21.0,88100.0,77100.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-01,184.0,148.0,701883.0,567627.0,Tuesday,NA,NA,NA,2011,March
Christ College ATM,2011-03-01,108.0,46.0,522800.0,210900.0,Tuesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-01,246.0,115.0,897100.0,462600.0,Tuesday,NH,W,WWW,2011,March
Airport ATM,2011-03-02,114.0,95.0,467800.0,403800.0,Wednesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-02,40.0,26.0,167800.0,121900.0,Wednesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-02,80.0,36.0,359800.0,172400.0,Wednesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-02,198.0,164.0,823400.0,731700.0,Wednesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-02,170.0,82.0,593000.0,426100.0,Wednesday,NH,W,WWW,2011,March
Airport ATM,2011-03-03,66.0,52.0,342800.0,293700.0,Thursday,H,W,WWW,2011,March
Big Street ATM,2011-03-03,29.0,9.0,109100.0,41400.0,Thursday,H,W,WWW,2011,March
Christ College ATM,2011-03-03,94.0,49.0,405100.0,210300.0,Thursday,H,W,WWW,2011,March
KK Nagar ATM,2011-03-03,242.0,193.0,1043500.0,843600.0,Thursday,H,W,WWW,2011,March
Mount Road ATM,2011-03-03,212.0,116.0,766800.0,474100.0,Thursday,H,W,WWW,2011,March
Airport ATM,2011-03-04,122.0,82.0,580000.0,395100.0,Friday,NH,H,HHW,2011,March
Big Street ATM,2011-03-04,56.0,21.0,237800.0,96100.0,Friday,NH,H,HHW,2011,March
Christ College ATM,2011-03-04,82.0,23.0,333000.0,109600.0,Friday,NH,H,HHW,2011,March
KK Nagar ATM,2011-03-04,155.0,119.0,571200.0,465100.0,Friday,NH,H,HHW,2011,March
Mount Road ATM,2011-03-04,162.0,41.0,445500.0,137500.0,Friday,NH,H,HHW,2011,March
Airport ATM,2011-03-05,95.0,75.0,552900.0,454300.0,Saturday,NH,W,WWW,2011,March
Big Street ATM,2011-03-05,22.0,20.0,97200.0,83200.0,Saturday,NH,W,WWW,2011,March
Christ College ATM,2011-03-05,77.0,48.0,365300.0,250900.0,Saturday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-05,199.0,166.0,870800.0,752500.0,Saturday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-05,204.0,101.0,891100.0,523600.0,Saturday,NH,W,WWW,2011,March
Airport ATM,2011-03-06,96.0,64.0,372100.0,269000.0,Sunday,NH,W,WWH,2011,March
Big Street ATM,2011-03-06,25.0,12.0,124700.0,65800.0,Sunday,NH,W,WWH,2011,March
Christ College ATM,2011-03-06,84.0,29.0,423600.0,174400.0,Sunday,NH,W,WWH,2011,March
KK Nagar ATM,2011-03-06,198.0,147.0,822500.0,554600.0,Sunday,NH,W,WWH,2011,March
Mount Road ATM,2011-03-06,222.0,86.0,742800.0,362200.0,Sunday,NH,W,WWH,2011,March
Airport ATM,2011-03-07,107.0,67.0,472800.0,341600.0,Monday,NH,H,HHW,2011,March
Big Street ATM,2011-03-07,40.0,26.0,123200.0,83800.0,Monday,NH,H,HHW,2011,March
Christ College ATM,2011-03-07,85.0,24.0,325000.0,108500.0,Monday,NH,H,HHW,2011,March
KK Nagar ATM,2011-03-07,133.0,99.0,477300.0,341800.0,Monday,NH,H,HHW,2011,March
Mount Road ATM,2011-03-07,177.0,55.0,668800.0,314300.0,Monday,NH,H,HHW,2011,March
Airport ATM,2011-03-08,105.0,75.0,554300.0,453400.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-08,72.0,23.0,310700.0,102600.0,Tuesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-08,53.0,23.0,184900.0,86500.0,Tuesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-08,209.0,160.0,905000.0,690100.0,Tuesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-08,207.0,90.0,755200.0,340100.0,Tuesday,NH,W,WWW,2011,March
Airport ATM,2011-03-09,156.0,109.0,747200.0,573100.0,Wednesday,NH,H,WHH,2011,March
Big Street ATM,2011-03-09,29.0,14.0,146900.0,85100.0,Wednesday,NH,H,WHH,2011,March
Christ College ATM,2011-03-09,96.0,53.0,467100.0,321200.0,Wednesday,NH,H,WHH,2011,March
KK Nagar ATM,2011-03-09,218.0,158.0,899000.0,641900.0,Wednesday,NH,H,WHH,2011,March
Mount Road ATM,2011-03-09,220.0,105.0,733800.0,409700.0,Wednesday,NH,H,WHH,2011,March
Airport ATM,2011-03-10,71.0,59.0,338600.0,306000.0,Thursday,NH,W,HWW,2011,March
Big Street ATM,2011-03-10,22.0,17.0,113200.0,96100.0,Thursday,NH,W,HWW,2011,March
Christ College ATM,2011-03-10,37.0,22.0,178100.0,106900.0,Thursday,NH,W,HWW,2011,March
KK Nagar ATM,2011-03-10,119.0,96.0,464500.0,388900.0,Thursday,NH,W,HWW,2011,March
Mount Road ATM,2011-03-10,96.0,57.0,339700.0,221000.0,Thursday,NH,W,HWW,2011,March
Airport ATM,2011-03-11,87.0,57.0,416800.0,336400.0,Friday,NH,W,WWW,2011,March
Big Street ATM,2011-03-11,38.0,19.0,131600.0,94200.0,Friday,NH,W,WWW,2011,March
Christ College ATM,2011-03-11,110.0,49.0,473000.0,173500.0,Friday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-11,181.0,124.0,721400.0,441800.0,Friday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-11,157.0,83.0,514100.0,286100.0,Friday,NH,W,WWW,2011,March
Airport ATM,2011-03-12,135.0,97.0,701300.0,510800.0,Saturday,NH,H,WHH,2011,March
Big Street ATM,2011-03-12,41.0,12.0,132000.0,29900.0,Saturday,NH,H,WHH,2011,March
Christ College ATM,2011-03-12,111.0,76.0,527700.0,345300.0,Saturday,NH,H,WHH,2011,March
KK Nagar ATM,2011-03-12,196.0,134.0,889000.0,623800.0,Saturday,NH,H,WHH,2011,March
Mount Road ATM,2011-03-12,198.0,77.0,742300.0,349300.0,Saturday,NH,H,WHH,2011,March
Airport ATM,2011-03-13,93.0,67.0,355700.0,304800.0,Sunday,NH,H,HHW,2011,March
Big Street ATM,2011-03-13,41.0,22.0,134700.0,76100.0,Sunday,NH,H,HHW,2011,March
Christ College ATM,2011-03-13,52.0,19.0,153200.0,54800.0,Sunday,NH,H,HHW,2011,March
KK Nagar ATM,2011-03-13,113.0,90.0,282000.0,237300.0,Sunday,NH,H,HHW,2011,March
Mount Road ATM,2011-03-13,157.0,41.0,301800.0,119500.0,Sunday,NH,H,HHW,2011,March
Airport ATM,2011-03-14,100.0,72.0,474700.0,355500.0,Monday,NH,W,HWW,2011,March
Big Street ATM,2011-03-14,25.0,16.0,76100.0,50200.0,Monday,NH,W,HWW,2011,March
Christ College ATM,2011-03-14,77.0,38.0,283200.0,154000.0,Monday,NH,W,HWW,2011,March
KK Nagar ATM,2011-03-14,212.0,177.0,804300.0,708500.0,Monday,NH,W,HWW,2011,March
Mount Road ATM,2011-03-14,160.0,91.0,566800.0,343100.0,Monday,NH,W,HWW,2011,March
Airport ATM,2011-03-15,94.0,73.0,514500.0,461300.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-15,33.0,11.0,111200.0,42300.0,Tuesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-15,61.0,31.0,183900.0,89700.0,Tuesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-15,185.0,165.0,758300.0,692700.0,Tuesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-15,145.0,75.0,513000.0,350200.0,Tuesday,NH,W,WWW,2011,March
Airport ATM,2011-03-16,95.0,68.0,437300.0,303700.0,Wednesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-16,38.0,17.0,131200.0,67800.0,Wednesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-16,61.0,32.0,220200.0,138700.0,Wednesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-16,203.0,162.0,835800.0,699300.0,Wednesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-16,152.0,86.0,525600.0,336500.0,Wednesday,NH,W,WWW,2011,March
Airport ATM,2011-03-17,92.0,71.0,380600.0,308100.0,Thursday,NH,W,WWW,2011,March
Big Street ATM,2011-03-17,23.0,15.0,76300.0,63300.0,Thursday,NH,W,WWW,2011,March
Christ College ATM,2011-03-17,55.0,29.0,238800.0,144700.0,Thursday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-17,171.0,140.0,579700.0,470100.0,Thursday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-17,124.0,82.0,395500.0,292700.0,Thursday,NH,W,WWW,2011,March
Airport ATM,2011-03-18,83.0,59.0,362900.0,286300.0,Friday,NH,W,WWH,2011,March
Big Street ATM,2011-03-18,27.0,17.0,97400.0,66800.0,Friday,NH,W,WWH,2011,March
Christ College ATM,2011-03-18,74.0,48.0,290000.0,192200.0,Friday,NH,W,WWH,2011,March
KK Nagar ATM,2011-03-18,170.0,140.0,670000.0,543100.0,Friday,NH,W,WWH,2011,March
Mount Road ATM,2011-03-18,183.0,77.0,533600.0,279200.0,Friday,NH,W,WWH,2011,March
Airport ATM,2011-03-19,96.0,73.0,355400.0,316800.0,Saturday,NH,H,WHH,2011,March
Big Street ATM,2011-03-19,32.0,14.0,94300.0,43000.0,Saturday,NH,H,WHH,2011,March
Christ College ATM,2011-03-19,92.0,50.0,345600.0,234000.0,Saturday,NH,H,WHH,2011,March
KK Nagar ATM,2011-03-19,187.0,155.0,567600.0,478400.0,Saturday,NH,H,WHH,2011,March
Mount Road ATM,2011-03-19,214.0,90.0,544000.0,337100.0,Saturday,NH,H,WHH,2011,March
Airport ATM,2011-03-20,92.0,65.0,300300.0,239700.0,Sunday,H,H,HHW,2011,March
Big Street ATM,2011-03-20,6.0,3.0,9200.0,3300.0,Sunday,H,H,HHW,2011,March
Christ College ATM,2011-03-20,48.0,27.0,164400.0,120200.0,Sunday,H,H,HHW,2011,March
KK Nagar ATM,2011-03-20,111.0,87.0,278000.0,177400.0,Sunday,H,H,HHW,2011,March
Mount Road ATM,2011-03-20,142.0,40.0,395200.0,220300.0,Sunday,H,H,HHW,2011,March
Airport ATM,2011-03-21,110.0,85.0,517800.0,440200.0,Monday,NH,W,HWW,2011,March
Big Street ATM,2011-03-21,27.0,19.0,99400.0,66400.0,Monday,NH,W,HWW,2011,March
Christ College ATM,2011-03-21,60.0,36.0,287700.0,213700.0,Monday,NH,W,HWW,2011,March
KK Nagar ATM,2011-03-21,219.0,174.0,725500.0,547900.0,Monday,NH,W,HWW,2011,March
Mount Road ATM,2011-03-21,138.0,75.0,336000.0,238000.0,Monday,NH,W,HWW,2011,March
Airport ATM,2011-03-22,76.0,58.0,259400.0,216200.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-22,27.0,9.0,47600.0,12600.0,Tuesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-22,69.0,38.0,250200.0,173300.0,Tuesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-22,205.0,167.0,747100.0,571000.0,Tuesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-22,145.0,64.0,288500.0,169000.0,Tuesday,NH,W,WWW,2011,March
Airport ATM,2011-03-23,93.0,80.0,480300.0,427900.0,Wednesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-23,15.0,8.0,52800.0,45500.0,Wednesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-23,55.0,38.0,237200.0,196700.0,Wednesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-23,210.0,177.0,798500.0,658000.0,Wednesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-23,154.0,86.0,465300.0,332500.0,Wednesday,NH,W,WWW,2011,March
Airport ATM,2011-03-24,75.0,61.0,370400.0,341500.0,Thursday,NH,W,WWW,2011,March
Big Street ATM,2011-03-24,16.0,8.0,34000.0,18000.0,Thursday,NH,W,WWW,2011,March
Christ College ATM,2011-03-24,61.0,35.0,304000.0,184000.0,Thursday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-24,161.0,141.0,561300.0,500600.0,Thursday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-24,112.0,67.0,365900.0,239800.0,Thursday,NH,W,WWW,2011,March
Airport ATM,2011-03-25,56.0,46.0,231700.0,202000.0,Friday,NH,W,WWH,2011,March
Big Street ATM,2011-03-25,26.0,16.0,37900.0,28600.0,Friday,NH,W,WWH,2011,March
Christ College ATM,2011-03-25,52.0,40.0,206500.0,185600.0,Friday,NH,W,WWH,2011,March
KK Nagar ATM,2011-03-25,176.0,157.0,592900.0,551200.0,Friday,NH,W,WWH,2011,March
Mount Road ATM,2011-03-25,137.0,86.0,390200.0,323500.0,Friday,NH,W,WWH,2011,March
Airport ATM,2011-03-26,94.0,83.0,448900.0,405500.0,Saturday,NH,H,WHH,2011,March
Big Street ATM,2011-03-26,17.0,9.0,41300.0,19300.0,Saturday,NH,H,WHH,2011,March
Christ College ATM,2011-03-26,62.0,35.0,215100.0,160500.0,Saturday,NH,H,WHH,2011,March
KK Nagar ATM,2011-03-26,205.0,182.0,812800.0,705300.0,Saturday,NH,H,WHH,2011,March
Mount Road ATM,2011-03-26,120.0,70.0,320500.0,228800.0,Saturday,NH,H,WHH,2011,March
Airport ATM,2011-03-27,98.0,84.0,360300.0,316700.0,Sunday,NH,H,HHW,2011,March
Big Street ATM,2011-03-27,41.0,27.0,88800.0,64200.0,Sunday,NH,H,HHW,2011,March
Christ College ATM,2011-03-27,58.0,34.0,286200.0,167000.0,Sunday,NH,H,HHW,2011,March
KK Nagar ATM,2011-03-27,117.0,90.0,333100.0,278100.0,Sunday,NH,H,HHW,2011,March
Mount Road ATM,2011-03-27,108.0,49.0,332700.0,174500.0,Sunday,NH,H,HHW,2011,March
Airport ATM,2011-03-28,132.0,94.0,493400.0,369800.0,Monday,NH,W,HWW,2011,March
Big Street ATM,2011-03-28,32.0,25.0,144200.0,131300.0,Monday,NH,W,HWW,2011,March
Christ College ATM,2011-03-28,72.0,48.0,263600.0,226900.0,Monday,NH,W,HWW,2011,March
KK Nagar ATM,2011-03-28,190.0,165.0,578100.0,532700.0,Monday,NH,W,HWW,2011,March
Mount Road ATM,2011-03-28,128.0,74.0,410200.0,299600.0,Monday,NH,W,HWW,2011,March
Airport ATM,2011-03-29,117.0,80.0,523300.0,380000.0,Tuesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-29,30.0,13.0,108600.0,42600.0,Tuesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-29,80.0,39.0,298000.0,208800.0,Tuesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-29,202.0,161.0,832200.0,672600.0,Tuesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-29,191.0,87.0,538800.0,371400.0,Tuesday,NH,W,WWW,2011,March
Airport ATM,2011-03-30,136.0,98.0,627600.0,474800.0,Wednesday,NH,W,WWW,2011,March
Big Street ATM,2011-03-30,32.0,19.0,110200.0,63900.0,Wednesday,NH,W,WWW,2011,March
Christ College ATM,2011-03-30,100.0,43.0,399600.0,217700.0,Wednesday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-30,200.0,164.0,849400.0,729700.0,Wednesday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-30,152.0,80.0,475100.0,319900.0,Wednesday,NH,W,WWW,2011,March
Airport ATM,2011-03-31,127.0,103.0,629200.0,512400.0,Thursday,NH,W,WWW,2011,March
Big Street ATM,2011-03-31,39.0,18.0,131800.0,70000.0,Thursday,NH,W,WWW,2011,March
Christ College ATM,2011-03-31,96.0,53.0,514200.0,374100.0,Thursday,NH,W,WWW,2011,March
KK Nagar ATM,2011-03-31,225.0,186.0,962300.0,799100.0,Thursday,NH,W,WWW,2011,March
Mount Road ATM,2011-03-31,159.0,86.0,456500.0,294500.0,Thursday,NH,W,WWW,2011,March
Airport ATM,2011-04-01,113.0,80.0,541600.0,418400.0,Friday,NH,W,WWW,2011,April
Big Street ATM,2011-04-01,34.0,12.0,101600.0,51200.0,Friday,NH,W,WWW,2011,April
Christ College ATM,2011-04-01,143.0,41.0,737400.0,238000.0,Friday,NH,W,WWW,2011,April
KK Nagar ATM,2011-04-01,225.0,175.0,999400.0,798800.0,Friday,NH,W,WWW,2011,April
Mount Road ATM,2011-04-01,246.0,96.0,826000.0,374200.0,Friday,NH,W,WWW,2011,April
Airport ATM,2011-04-02,114.0,93.0,534800.0,448400.0,Saturday,NH,W,WWH,2011,April
Big Street ATM,2011-04-02,28.0,18.0,112700.0,82700.0,Saturday,NH,W,WWH,2011,April
Christ College ATM,2011-04-02,78.0,38.0,382500.0,220300.0,Saturday,NH,W,WWH,2011,April
KK Nagar ATM,2011-04-02,221.0,181.0,919100.0,793800.0,Saturday,NH,W,WWH,2011,April
Mount Road ATM,2011-04-02,185.0,91.0,615700.0,345300.0,Saturday,NH,W,WWH,2011,April
Airport ATM,2011-04-03,108.0,80.0,433000.0,341100.0,Sunday,NH,W,WWH,2011,April
Big Street ATM,2011-04-03,41.0,25.0,167100.0,96900.0,Sunday,NH,W,WWH,2011,April
Christ College ATM,2011-04-03,88.0,49.0,423900.0,257600.0,Sunday,NH,W,WWH,2011,April
KK Nagar ATM,2011-04-03,203.0,174.0,718600.0,619200.0,Sunday,NH,W,WWH,2011,April
Mount Road ATM,2011-04-03,203.0,101.0,738900.0,492200.0,Sunday,NH,W,WWH,2011,April
Airport ATM,2011-04-04,70.0,60.0,412900.0,358300.0,Monday,H,W,HWW,2011,April
Big Street ATM,2011-04-04,20.0,8.0,101000.0,54300.0,Monday,H,W,HWW,2011,April
Christ College ATM,2011-04-04,71.0,35.0,295600.0,145700.0,Monday,H,W,HWW,2011,April
KK Nagar ATM,2011-04-04,179.0,146.0,690500.0,587400.0,Monday,H,W,HWW,2011,April
Mount Road ATM,2011-04-04,178.0,86.0,608500.0,364200.0,Monday,H,W,HWW,2011,April
Airport ATM,2011-04-05,125.0,103.0,634000.0,550200.0,Tuesday,NH,W,WWW,2011,April
Big Street ATM,2011-04-05,18.0,11.0,52900.0,33900.0,Tuesday,NH,W,WWW,2011,April
Christ College ATM,2011-04-05,64.0,45.0,237600.0,183500.0,Tuesday,NH,W,WWW,2011,April
KK Nagar ATM,2011-04-05,212.0,169.0,992200.0,867100.0,Tuesday,NH,W,WWW,2011,April
Mount Road ATM,2011-04-05,160.0,81.0,524100.0,350300.0,Tuesday,NH,W,WWW,2011,April
Airport ATM,2011-04-06,120.0,91.0,682500.0,546000.0,Wednesday,NH,H,WHH,2011,April
Big Street ATM,2011-04-06,34.0,17.0,209300.0,110700.0,Wednesday,NH,H,WHH,2011,April
Christ College ATM,2011-04-06,127.0,52.0,554100.0,186300.0,Wednesday,NH,H,WHH,2011,April
KK Nagar ATM,2011-04-06,203.0,163.0,875500.0,673000.0,Wednesday,NH,H,WHH,2011,April
Mount Road ATM,2011-04-06,234.0,84.0,759200.0,321600.0,Wednesday,NH,H,WHH,2011,April
Airport ATM,2011-04-07,150.0,108.0,615600.0,510100.0,Thursday,NH,W,HWW,2011,April
Big Street ATM,2011-04-07,33.0,16.0,93400.0,45800.0,Thursday,NH,W,HWW,2011,April
Big Street ATM,2011-04-07,158.0,68.0,504521.0,273369.0,Thursday,NA,NA,NA,2011,April
Christ College ATM,2011-04-07,96.0,43.0,442800.0,181000.0,Thursday,NH,W,HWW,2011,April
KK Nagar ATM,2011-04-07,186.0,163.0,754000.0,629800.0,Thursday,NH,W,HWW,2011,April
Airport ATM,2011-04-08,129.0,98.0,575500.0,509400.0,Friday,NH,W,WWW,2011,April
Big Street ATM,2011-04-08,57.0,14.0,276400.0,77600.0,Friday,NH,W,WWW,2011,April
Christ College ATM,2011-04-08,87.0,57.0,417700.0,291200.0,Friday,NH,W,WWW,2011,April
KK Nagar ATM,2011-04-08,178.0,124.0,783700.0,568000.0,Friday,NH,W,WWW,2011,April
Mount Road ATM,2011-04-08,178.0,75.0,571600.0,279300.0,Friday,NH,W,WWW,2011,April
Airport ATM,2011-04-09,141.0,89.0,576100.0,441600.0,Saturday,NH,H,HHW,2011,April
Big Street ATM,2011-04-09,67.0,23.0,232000.0,118100.0,Saturday,NH,H,HHW,2011,April
Christ College ATM,2011-04-09,65.0,34.0,328700.0,202900.0,Saturday,NH,H,HHW,2011,April
KK Nagar ATM,2011-04-09,109.0,75.0,509300.0,375500.0,Saturday,NH,H,HHW,2011,April
Mount Road ATM,2011-04-09,157.0,52.0,397100.0,203600.0,Saturday,NH,H,HHW,2011,April
Airport ATM,2011-04-10,114.0,85.0,704300.0,607900.0,Sunday,NH,W,WWH,2011,April
Big Street ATM,2011-04-10,23.0,13.0,68900.0,46700.0,Sunday,NH,W,WWH,2011,April
Christ College ATM,2011-04-10,67.0,40.0,265500.0,152200.0,Sunday,NH,W,WWH,2011,April
KK Nagar ATM,2011-04-10,193.0,163.0,808500.0,699000.0,Sunday,NH,W,WWH,2011,April
Mount Road ATM,2011-04-10,194.0,82.0,642400.0,354900.0,Sunday,NH,W,WWH,2011,April
Airport ATM,2011-04-11,67.0,55.0,362500.0,345100.0,Monday,NH,W,WWH,2011,April
Big Street ATM,2011-04-11,44.0,24.0,178800.0,128200.0,Monday,NH,W,WWH,2011,April
Christ College ATM,2011-04-11,93.0,70.0,463400.0,329600.0,Monday,NH,W,WWH,2011,April
KK Nagar ATM,2011-04-11,158.0,116.0,705200.0,544700.0,Monday,NH,W,WWH,2011,April
Mount Road ATM,2011-04-11,125.0,63.0,436800.0,234600.0,Monday,NH,W,WWH,2011,April
Airport ATM,2011-04-12,115.0,80.0,557100.0,432100.0,Tuesday,NH,H,HHW,2011,April
Big Street ATM,2011-04-12,74.0,20.0,253700.0,96000.0,Tuesday,NH,H,HHW,2011,April
Christ College ATM,2011-04-12,71.0,39.0,294800.0,195300.0,Tuesday,NH,H,HHW,2011,April
KK Nagar ATM,2011-04-12,136.0,82.0,560800.0,351600.0,Tuesday,NH,H,HHW,2011,April
Mount Road ATM,2011-04-12,174.0,48.0,532400.0,220400.0,Tuesday,NH,H,HHW,2011,April
Airport ATM,2011-04-13,56.0,34.0,178400.0,102800.0,Wednesday,NH,W,HWH,2011,April
Big Street ATM,2011-04-13,56.0,31.0,208500.0,117700.0,Wednesday,NH,W,HWH,2011,April
Christ College ATM,2011-04-13,67.0,27.0,268700.0,119400.0,Wednesday,NH,W,HWH,2011,April
KK Nagar ATM,2011-04-13,141.0,89.0,399900.0,231200.0,Wednesday,NH,W,HWH,2011,April
Mount Road ATM,2011-04-13,152.0,33.0,362400.0,108600.0,Wednesday,NH,W,HWH,2011,April
Airport ATM,2011-04-14,79.0,62.0,311800.0,287800.0,Thursday,N,H,WHW,2011,April
Big Street ATM,2011-04-14,30.0,18.0,105600.0,59500.0,Thursday,N,H,WHW,2011,April
Christ College ATM,2011-04-14,39.0,21.0,157000.0,90400.0,Thursday,N,H,WHW,2011,April
KK Nagar ATM,2011-04-14,199.0,151.0,727800.0,544900.0,Thursday,N,H,WHW,2011,April
Mount Road ATM,2011-04-14,92.0,27.0,288700.0,111900.0,Thursday,N,H,WHW,2011,April
Airport ATM,2011-04-15,110.0,95.0,531500.0,490200.0,Friday,NH,W,HWH,2011,April
Big Street ATM,2011-04-15,29.0,20.0,90000.0,64700.0,Friday,NH,W,HWH,2011,April
Christ College ATM,2011-04-15,96.0,37.0,468500.0,196700.0,Friday,NH,W,HWH,2011,April
KK Nagar ATM,2011-04-15,149.0,105.0,428100.0,291300.0,Friday,NH,W,HWH,2011,April
Mount Road ATM,2011-04-15,131.0,90.0,508300.0,375200.0,Friday,NH,W,HWH,2011,April
Airport ATM,2011-04-16,89.0,56.0,456400.0,333500.0,Saturday,H,H,WHH,2011,April
Big Street ATM,2011-04-16,25.0,5.0,68100.0,1600.0,Saturday,H,H,WHH,2011,April
Christ College ATM,2011-04-16,79.0,35.0,297900.0,103000.0,Saturday,H,H,WHH,2011,April
KK Nagar ATM,2011-04-16,126.0,98.0,468000.0,373600.0,Saturday,H,H,WHH,2011,April
Mount Road ATM,2011-04-16,135.0,59.0,515400.0,264000.0,Saturday,H,H,WHH,2011,April
Airport ATM,2011-04-17,73.0,47.0,268000.0,216700.0,Sunday,NH,H,HHW,2011,April
